"scaledX1" "scaledX2" "scaledX3" "scaledX4" "scaledY"
"1" 0.253928481266764 0.521755222087829 0.121883227059582 0.953111772577077 0.477121254719662
"2" 0.586016513421066 0.594449718203041 0.0825457839056603 0.543488353040771 0.477121254719662
"3" 0.515061222078196 0.670473048469665 0.336399064288597 0.577896720281821 0.301029995663981
"4" 0.309524443341781 0.548227726262325 0.682300494748919 0.210710287009476 0.301029995663981
"5" 0.239421866708761 0.508545746298202 0.487691391265255 0.489336136978071 0.176091259055681
"6" 0.308917363040978 0.64372723859134 0.495543635612143 0.509462300991289 0.397940008672038
"7" 0.418364372155394 0.369786707304858 0.364126403301049 0.370572653540512 0.176091259055681
"8" 0.54394674289872 0.55073005260004 0.21267588092546 0.47680166034026 0.397940008672038
"9" 0.384773447545443 0.358307427512379 0.525528854409323 0.693574373958874 0.301029995663981
"10" 0.326813648842051 0.209506098882352 0.129654935567014 0.77145744012671 0.397940008672038
"11" 0.206031438790342 0.427666028461428 0.45767740966827 0.712690133537235 0.544068044350276
"12" 0.538397219072939 0.404654556046963 0.572742990289966 0.310740326060242 0.397940008672038
"13" 0.373142838005442 0.377272143644041 0.505164792147065 0.827330074551462 0.698970004336019
"14" 0.28203197697723 0.635204788394893 0.488381698460586 0.473551981211939 0
"15" 0.508440990857107 0.0800125220691794 0.173918008187619 0.618476747043884 0.477121254719662
"16" 0.100033476512283 0.372679397673091 0.425880134483347 0.0646112673748602 0.176091259055681
"17" 0.568687403443468 0.702046461258907 0.456354320877219 0.173325322919796 0.602059991327962
"18" 0.513628594700125 0.585382749385684 0.492135243835197 0.446762609574265 0.477121254719662
"19" 0.127067817676452 0.612339712215416 0.512427399097941 0.775908681285671 0.301029995663981
"20" 0.392024854016215 0.7372050952805 0.642938603215163 0.342554411644228 0.602059991327962
"21" 0.503683722662387 0.54361132072021 0.152662299131392 0.896529124225129 0.176091259055681
"22" 0.675707644409473 0.626060927883456 0.580321988038702 0.469619596384391 0.477121254719662
"23" 0.430093858397025 0.560097607441214 0.31735809081739 0.575193205712881 0.301029995663981
"24" 0.62140759074127 0.328468904805615 0.65136610355816 0.201998962287337 0.698970004336019
"25" 0.35242604265694 0.419316711131563 0.39321997530426 0.857068734809798 0.698970004336019
"26" 0.296739049312118 0.448280730533009 0.485433511480528 0.787378137032688 0.8750612633917
"27" 0.290868477006045 0.385582863844606 0.495673068211267 0.614517053988367 0.397940008672038
"28" 0.313405639699051 0.64512689955551 0.29233445498665 0.690051612550861 0.740362689494244
"29" 0.762928506620115 0.282805723120805 0.328388624542779 0.393620797946421 0.477121254719662
"30" 0.174306892578614 0.325243796396299 0.19324660965688 0.822523826428903 0.477121254719662
"31" 0.436506044666892 0.520051402201552 0.611026276831018 0.332368442611759 0.698970004336019
"32" 0.0677558904631227 0.420014458555324 0.164081130654155 0.863185777874874 0.477121254719662
"33" 0.154545097771244 0.524884656490444 0.323599618375172 0.576367459515552 0.544068044350276
"34" 0.654154488699815 0.36359999337591 0.56257534055874 0.408339932821759 0.740362689494244
"35" 0.642465375238705 0.567986321255381 0.479407704921286 0.352958846500451 0.176091259055681
"36" 0.729446081636606 0.310993123390878 0.237498177157562 0.585870722848794 0.397940008672038
"37" 0.0576613744311442 0.621291714405552 0.541391538502028 0.262732461290587 0.301029995663981
"38" 0.0138654004342519 0.54702496403103 0.410448892387724 0.531581965646249 0.301029995663981
"39" 0.700679634125471 0.338605339102926 0.0866818745176838 0.725852699418335 0.397940008672038
"40" 0.542316039803019 0.223587471016454 0.125236969516897 0.721101067751713 0.397940008672038
"41" 0.274639942678211 0.556252134800661 0.357295238347255 0.613670498921325 0.740362689494244
"42" 0.517373419986923 0.937471214092392 0.791124547812834 0.518965564324531 0.698970004336019
"43" 0.58217784190753 0.291109748955618 0.553486295820219 0.4121903929654 0.602059991327962
"44" 0.665984582433392 0.354690457683177 0.257143169424684 0.295939266500997 0.301029995663981
"45" 0.267593518205797 0.338449367727545 0.277248366488692 0.828913951773669 0.544068044350276
"46" 0.499803618899042 0.190934994209561 0.672132845017693 0.0806138889647452 0.602059991327962
"47" 0.188622527501878 0.47980292653335 0.335191026696768 0.446789917802234 0.397940008672038
"48" 0.431011075124756 0.330353212709593 0.654788876735008 0.320216281165515 0.602059991327962
"49" 0.443924484124462 0.573799091943137 0.580091885640258 0.226412518091701 0.477121254719662
"50" 0.480519655585954 0.741207040975925 0.60021146410417 0.208607553455856 0.397940008672038
"51" 0.474351927036414 0.49398996724737 0.33451510090134 0.387886070072913 0.477121254719662
"52" 0.0356694169133075 0.195580050137686 0.550638778639479 0.0725852699418337 0.176091259055681
"53" 0.488678254959248 0.403354269936245 0.562719154557768 0.488571506594937 0.397940008672038
"54" 0.306000951483273 0.57465084588546 0.539967779911658 0.224610175045741 0.653212513775344
"55" 0.437077617826819 0.533622269099812 0.368570255870991 0.573827794314427 0.653212513775344
"56" 0.144200835264415 0.309280882545481 0.109741011121712 0.814467899178022 0.301029995663981
"57" 0.366062754906587 0.385921763540609 0.263586036581104 0.506048772495153 0.301029995663981
"58" 0.516602967954805 0.37961942550112 0.449738876921966 0.374832737103689 0.477121254719662
"59" 0.420669400010642 0.639176122438345 0.466565114808154 0.384854856768344 0.301029995663981
"60" 0.499803618899042 0.507100636410938 0.308340953078382 0.602119118490401 0.397940008672038
"61" 0.664855863615979 0.319363792975816 0.604612172474403 0.388759933367924 0.602059991327962
"62" 0.461058391901341 0.704399167254525 0.491933904236559 0.391954996040307 0.477121254719662
"63" 0.365708128339377 0.740019292407255 0.544368488281892 0.467598787514678 0.653212513775344
"64" 0.562340774099856 0.240000417608398 0.353325971974103 0.302930172861083 0.544068044350276
"65" 0.384421942155308 0.593158150516833 0.669616100034717 0.290586853819056 0.477121254719662
"66" 0.768213425723802 0.697209092598373 0.642881077615552 0.258718151779131 0.698970004336019
"67" 0.470755143043867 0.417809818687907 0.332156551317293 0.582894126000164 0.301029995663981
"68" 0.179864083267812 0.28593077479536 0.0512101516576145 0.891750184330539 0.397940008672038
"69" 0.558027125021262 0.475757249346943 0.713493751137928 0.766132335672738 0.954242509439325
"70" 0.534143626610139 0.7101297724617 0.412002083577218 0.359922444632568 0
"71" 0.718867016367321 0.484816825288824 0.486325158274497 0.325377536251673 0.477121254719662
"72" 0.507225032624682 0.583464435499226 0.417093099142782 0.765340397061635 0.301029995663981
"73" 0.549156566561207 0.624167888193098 0.438809012995896 0.439061689286982 0.397940008672038
"74" 0.484323463881814 0.594707883877886 0.427778479270506 0.758458723613425 0.653212513775344
"75" 0.584417912884167 0.560329312578801 0.51543311167761 0.222917064911658 0.301029995663981
"76" 0.535125983819092 0.427154832904397 0.443123432966713 0.657882520003277 0.698970004336019
"77" 0.56169428688578 0.67059508550373 0.532417544962728 0.541249078347306 0.397940008672038
"78" 0.344559893207752 0.394628679207694 0.497499505998913 0.559955214506131 0.397940008672038
"79" 0.560508547258954 0.516295429927146 0.591294996164481 0.427947240503564 0.477121254719662
"80" 0.765670482130467 0.351565933561421 0.38377139556817 0.486741855321008 0.397940008672038
"81" 0.311465931091101 0.505481657750201 0.514095641486657 0.451323083645102 0.477121254719662
"82" 0.560400719803171 0.483521303277762 0.173155793992774 1 0.698970004336019
"83" 0.434675972688374 0.347388647149809 0.250297623070987 0.809497801687649 0.544068044350276
"84" 0.413631203283876 0.586324653533734 0.310742646862137 0.642917611076217 0.301029995663981
"85" 0.2511848556457 0.276329766305938 0.549545792246872 0.275130396788553 0.301029995663981
"86" 0.280186387122492 0.280487715728425 0.43445144882537 0.393620797946421 0.301029995663981
"87" 0.254925282260132 0.446841760117421 0.623423043547166 0.334334635025533 0.301029995663981
"88" 0.744227822100141 1 0.728565458235983 0.639504082580081 0.698970004336019
"89" 0.475250168879004 0.694304344873221 0.421047984116031 0.691990496736667 0.301029995663981
"90" 0.473565652618813 0.366544119232458 0.52102747623977 0.529288074496846 0.176091259055681
"91" 0.536326023824089 0.459095849119169 0.502748716963408 0.636472869275513 0.397940008672038
"92" 0.82615882773106 0.406621185278835 0.773550477131705 0.411480379038204 0.845098040014257
"93" 0.830434332883945 0.808288840631709 0.471469172174983 0.525082607389606 0.698970004336019
"94" 0.613430306572414 0.362910831474316 0.00314420546073259 0.79898413391955 0.397940008672038
"95" 0.842076841611854 0.409547281054261 0.489072005655917 0.562467571479287 0.812913356642856
"96" 0.517373419986923 0.602430039943492 0.656730365721876 0.732215516535132 0.477121254719662
"97" 0.556623294175534 0.577464372465628 0.415453619553872 0.500969442092903 0.301029995663981
"98" 0.424007238131337 0.706153587132795 0.619381870174501 0.206750593953958 0.845098040014257
"99" 0.297960038542039 0.528515244746756 0.405703030419825 0.0993473333515388 0.397940008672038
"100" 0.050676214875516 0.480470180043912 0.496694147604361 0.64313607689997 0.397940008672038
"101" 0.105521510805629 0.26023022895089 0.319256435604549 0.427537617084027 0.301029995663981
"102" 0.653225859577085 0.618187444555726 0.519876964247552 0.304432125399383 0.544068044350276
